"PERMITNO"|"FCLTUIN"|"FCLNAME"|"FCLTYAD"|"FCLTCIT"|"FCLTCTC"|"FCLSTCD"|"FCLZIPC"|"FCLGLAT"|"FCLGLON"|"IMPCAT"
"UTR000411"|"110030922928"|"CALIFORNIA CONCRETE PLANT"|"3313 WEST DIRECTORS ROW"|"SALT LAKE CITY"|"1454997"|"UT"|"84115"|40.733333|-111.966667|""
"UTR000412"|"110001882936"|"L-3 COMMUNICATIONS - CSW"|"640 NORTH 2200 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84116-0850"|40.783056|-111.965833|""
"UTR000413"|"110002270881"|"SEMMATERIALS, LP"|"991 WEST 1500 SOUTH"|"WOODS CROSS"|"1447521"|"UT"|"84087"|40.874238|-111.908266|""
"UTR000414"|"110002136910"|"SMURFIT-STONE"|"1881 WEST NORTH TEMPLE"|"SALT LAKE CITY"|"1454997"|"UT"|"84116"|40.771363|-111.944718|""
"UTR000415"|"110002380520"|"REILLY INDUSTRIES INC"|"2555 SOUTH INDUSTRIAL PKWY"|"IRONTON"|"1442060"|"UT"|"84606"|40.184722|-111.629167|""
"UTR000416"|"110000470099"|"ALUMAZ EXTRUSIONS - SPANISH FORK"|"1550 NORTH KIRBY LANE"|"SPANISH FORK"|"1445945"|"UT"|"84660-1349"|40.130263|-111.626211|""
"UTR000418"|"110032599203"|"NAPLES TRUCK CO"|"1625 S 1500 E"|"VERNAL"|"1433885"|"UT"|"84079"|40.432209|-109.499333|""
"UTR000419"|"110000469403"|"OWENS CORNING"|"4340 WEST 850 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.773611|-111.969722|""
"UTR000420"|"110005202128"|"ROADWAY EXPRESS, INC (T881)"|"1234 SOUTH 3200 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.742222|-111.967222|""
"UTR000421"|"110030487818"|"DTE UTAH SYNFUEL LLC"|"4722 SOUTH 2000 EAST"|"PRICE"|"1431465"|"UT"|"84501"|39.5325|-110.769722|"4"
"UTR000422"|"110032599221"|"OK MINE"|"7 MILES NORTHWEST OF MILFORD"|"MILFORD"|"1430317"|"UT"|"84751"|38.488889|-113.123611|""
"UTR000423"|"110000469181"|"FAIRCHILD SEMICONDUCTOR"|"3333 W. 9000 S."|"WEST JORDAN"|"1434086"|"UT"|"840888838"|40.587667|-111.970079|""
"UTR000424"|"110005210388"|"GENEVA ROCK PRODUCTS INC"|"15547 S 400 N"|"OREM"|"1444110"|"UT"|"84057"|40.5415|-111.9008|""
"UTR000425"|"110032599230"|"TOWERS SAND AND GRAVEL"|"1476 W 4300 N"|"PLEASANT VIEW"|"1444485"|"UT"|"84414"|41.336016|-112.007759|""
"UTR000426"|"110000495394"|"SOUTHERN POST - UTAH"|"920 W 600 NORTH"|"BRIGHAM CITY"|"1439109"|"UT"|"84302"|41.522444|-112.030278|""
"UTR000427"|"110032599249"|"FEDEX GROUND"|"720 NORTH 400 WEST"|"NORTH SALT LAKE"|"1443971"|"UT"|"84054"|40.8311|111.9299|""
"UTR000428"|"110031311168"|"R-CUBED COMPOSITES"|"3392 WEST 8600 SOUTH"|"WEST JORDAN"|"1434086"|"UT"|"84106-9706"|40.595276|-111.971183|""
"UTR000429"|"110032599258"|"UTELITE CORPORATION"|"N1/2 NW 1/4 SEC 8 TISR5E"|"CAOLVILLE"|"1426770"|"UT"|"84017-0387"|40.766667|-111.333333|""
"UTR000430"|"110032598838"|"GREYHOUND LINES, INC"|"160 WEST SOUTH TEMPLE"|"SALT LAKE CITY"|"1454997"|"UT"|"84101"|40.769444|-111.896111|""
"UTR000431"|"110032599276"|"SODA ASH TRANSLOAD TERMINAL"|"NONE"|"SALT LAKE CITY"|"1454997"|"UT"|"NONE"|0|0|""
"UTR000432"|"110022281029"|"MENLO WORLDWIDE FORWARDING 097"|"4130 WEST 2015 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.760639|-111.889679|""
"UTR000433"|"110028186718"|"HOGSBACK MINE"|"S35 T12S  R12W"|"JUAB"|"1455158"|"UT"|"84648"|39.729167|-113.1625|""
"UTR000434"|"110032599873"|"EKINS EAST"|"NONE"|"NONE"|"1442553"|"UT"|"NONE"|0|0|""
"UTR000435"|"110013402353"|"WESTERN PICK N PULL"|"585 WEST 3300 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"841153431"|0|0|""
"UTR000436"|"110037148556"|"UTAH AIR NATIONAL GUARD"|"765 NORTH 2200 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84116-2999"|40.786416|-111.95378|""
"UTR000438"|"110005199588"|"VIKING FREIGHT SYSTEM"|"2801 WEST 2200 SOUTH"|"WEST VALLEY CITY"|"1437843"|"UT"|"84119"|40.723963|-111.958525|"4"
"UTR000443"|"110032599917"|"SPS TECHNOLOGIES INC"|"PO BOX 18459, 5195 W 4700 S"|"KEARNS"|"1429290"|"UT"|"84119"|40.666111|-112.013611|""
"UTR000444"|"110042021978"|"U.S. AIR FORCE OGDEN"|"AIR LOGISTICS CENTER"|"HILL AFB"|"1448020"|"UT"|"840565137"|41.11686|-112.004441|""
"UTR000445"|"110032598838"|"GREYHOUND LINES, INC"|"160 WEST SOUTH TEMPLE"|"SALT LAKE CITY"|"1454997"|"UT"|"84101"|40.769444|-111.896111|""
"UTR000446"|"110000600608"|"HUNTER POWER PLANT"|"2 MILES SOUTH HIGHWAY 10"|"CASTLE DALE"|"1426380"|"UT"|"84513"|39.173611|-111.029167|""
"UTR000447"|"110032599926"|"AMCOR MASONY PRODUCTS"|"1372 SOUTH STATE STREET"|"PROVO"|"1444661"|"UT"|"84606"|40.360833|-111.993333|""
"UTR000448"|"110024465773"|"KROGER LAYTON MANUFACTURING"|"500 NORTH SUGAR STREET"|"LAYTON"|"1442459"|"UT"|"84041-1030"|41.063889|-111.987222|""
"UTR000449"|"110000499069"|"INLAND REFINING, INC."|"2355 SOUTH 1100 WEST"|"WOODS CROSS"|"1447522"|"UT"|"84047-0298"|40.864397|-111.911655|""
"UTR000450"|"110028186834"|"QUALITY BUILDING STONE INC"|"14747 S 1000 W"|"RIVERTON"|"1431862"|"UT"|"84065-4854"|40.483694|111.91975|""
"UTR000451"|"110032599944"|"FABPRO PGI"|"FREEPORT CENTER, BLDG 2, A-12"|"CLEARFIELD"|"1439799"|"UT"|"84016"|41.0966|-112.0304|""
"UTR000452"|"110032599953"|"AMSA #119"|"DEFENSE DEPORT OGDEN BLDG 6A"|"OGDEN"|"1444049"|"UT"|"84412"|41.251314|112.00061|""
"UTR000453"|"110002283056"|"DESERET TRANSPORTATION"|"1600 S WALLACE RD PO BOX 27928"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.760639|-111.889479|""
"UTR000454"|"110032599962"|"MOTOR CARGO"|"158 S REDWOOD RD"|"NORTH SALT LAKE"|"1443971"|"UT"|"84054"|40.839687|-111.933111|""
"UTR000455"|"110032599971"|"NEWBY HOLT OIL CO. INC."|"845 NORTH INDURTIAL ROAD"|"ST. GEORGE"|"1455098"|"UT"|"84770"|37.10498|-113.581322|""
"UTR000456"|"110032599980"|"HOLT OIL PRODUCTS CMPANY"|"1095 S HISHWAY 89"|"RICHFIELD"|"1444889"|"UT"|"84701"|38.757252|-112.084625|""
"UTR000457"|"110032599855"|"LINK TRUCKING INC"|"1235 SOUTH 3200 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84127-0715"|40.742254|-111.967518|""
"UTR000458"|"110032599864"|"SALT LAKE CITY AIRPORT II"|"7365 SOUTH 4450 WEST"|"WEST JORDAN"|"1434086"|"UT"|"84084"|40.6122|-111.9979|"4"
"UTR000459"|"110020103699"|"UTAH WOOD PRESERVING"|"1959 S 1100 W"|"WOODS CROSS"|"1447521"|"UT"|"840872134"|40.869035|-111.911709|""
"UTR000460"|"110030897572"|"UTAH RECYCLING"|"3110 SOUTH 900 WEST"|"SOUTH SALT LAKE"|"1432753"|"UT"|"84149-3316"|40.669722|-111.846111|""
"UTR000461"|"110032599882"|"FIREWORKS WEST INTERNATIONALE"|"910 NORTH 3200 WEST"|"LOGAN"|"1442849"|"UT"|"84321"|0|0|"4"
"UTR000462"|"110032599908"|"WELLINGTON WASH PLANT"|"600 WASHPLANT ROAD"|"WELLINGTON,"|"1434038"|"UT"|"84542"|39.543709|-110.734192|""
"UTR000463"|"110011800319"|"VALMONT COATINGS INTERMOUNTAIN GALVANIZING."|"1085 WEST 400 NORTH"|"LINDON"|"1442630"|"UT"|"84042"|40.343889|-111.743333|""
"UTR000464"|"110032603341"|"CONSOLIDATED FRIGHTWAYS - OGU"|"1731 WEST 2650 SOUTH"|"OGDEN"|"1444049"|"UT"|"84401"|41.217222|-112.019167|""
"UTR000465"|"110005201441"|"JOHNSTON PUMP COMPANY/GENERAL VALVE INCORPORATED"|"3618 WEST 1820 SOUTH"|"SALT LAKE CITY"|""|"UT"|"84104"|40.730874|-111.977562|""
"UTR000466"|"110012414128"|"HOLCIM (US) INC."|"6055 E. CROYDON ROAD"|"MORGAN"|"1430488"|"UT"|"84050"|41.064163|-111.533889|""
"UTR000467"|"110032603396"|"KENNECOTT UTAH SOPPER"|"1/2 MILE WEST OF THE INTERSECTION I-80 & HWY 202"|"SALTAIR"|"1432151"|"UT"|"84044-6001"|40.666667|-112.183333|""
"UTR000469"|"110020102814"|"WASATCH METAL"|"205 WEST 3300 WOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84115"|40.699833|-111.89711|"4"
"UTR000470"|"110032603403"|"SALT LAKE CITY SOUTHERN RAILROAD"|"5300-5900 S 300 W"|"SALT LAKE CITY"|"1454997"|"UT"|"84107"|40.651389|-111.896667|"4"
"UTR000472"|"110028186870"|"METAL BUILDING COMPONENTS"|"1155 WEST 2300 NORTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84115"|40.815889|-111.927361|""
"UTR000473"|"110030899525"|"MAY TRUCKING"|"781 NORTH ANGEL STREET"|"LAYTON"|"1442459"|"UT"|"84041"|41.070722|111.987904|""
"UTR000474"|"110028186889"|"DAILYS"|"3535 SOUTH 500 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84115"|40.698889|111.905|""
"UTR000475"|"110009508504"|"VARIAN MEDICAL SYSTEMS"|"1678 PIONEER ROAD"|"SALT LAKE CITY"|"1454997"|"UT"|"84104-4298"|40.733333|-111.909722|""
"UTR000476"|"110005205615"|"CHRISTENSEN  PRODUCTS CO"|"4446 WEST 1730 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.732637|-111.9974|""
"UTR000478"|"110032599588"|"PANGUITCH PIT"|"HIGHWAY MILE POST 126"|"PANGUITCH"|"1444170"|"UT"|"84770"|37.76776|-112.389973|""
"UTR000479"|"110022417614"|"MORTON INTERNATIONAL"|"WENDY BROWN"|"WEST GRANTSVILLE"|"1428338"|"UT"|"84029"|40.708889|-112.509167|""
"UTR000480"|"110005194592"|"NORWESCO INC"|"90 SOUTH 1200 WEST"|"TOOELE"|""|"UT"|"84074"|40.6124|-112.3324|""
"UTR000481"|"110024465791"|"ELKAY WEST CORPORATION"|"160 WEST 28TH STREET"|"OGDEN"|"1444049"|"UT"|"84401"|41.254167|-111.993056|""
"UTR000482"|"110032603635"|"LEHI QUARRY"|"CEDAR FORT ROAD"|"LEHI"|"1442553"|"UT"|"NONE"|40.37258|-112.02072|""
"UTR000483"|"110032603644"|"WESTERN METALS RECYCLING PLYMOUTH"|"7400 W 21200 N, W CEMETERY ROAD"|"PLYMOUTH"|"1444488"|"UT"|"84330"|41.893333|-112.201389|""
"UTR000484"|"110030922036"|"SULZER PUMPS (US) INC"|"3816 WEST 1820 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84014"|40.730917|-111.977639|""
"UTR000485"|"110002136741"|"PACKAGING CORPORATION OF AMERICA"|"460 WEST 500 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84101"|40.758333|-111.903611|"4"
"UTR000486"|"110000566593"|"AMPAC UTAH OPERATIONS"|"10622 W 6400"|"CEDAR CITY"|"1426441"|"UT"|"84720"|37.795|-113.126667|""
"UTR000487"|"110032603662"|"BAKER PETROLITE"|"206 W 2ND SOUTH"|"PRICE"|"1431465"|"UT"|"84501"|39.599444|-110.81|"4"
"UTR000488"|"110028187432"|"KILFOYLE KRAFTS"|"1510 S HIGHWAY 10"|"PRICE"|"1431465"|"UT"|"84501"|39.578639|110.816111|""
"UTR000489"|"110011800319"|"INTERMOUNTAIN GALVANIZING"|"1085 WEST 400 NORTH"|"LINDON"|"1442630"|"UT"|"84042"|40.345278|-111.740833|""
"UTR000490"|"110011782133"|"RUBBER ENGINEERING"|"3459 SOUTH 700 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84119"|40.696667|-111.908333|"4"
"UTR000491"|"110002137045"|"SMITH MEGADIAMOND"|"275 W. 2230 N."|"PROVO"|"1444661"|"UT"|"84604"|40.263452|-111.66257|"4"
"UTR000492"|"110002280264"|"C.H. DREDGE & CO., INC"|"460 SO ORANGE ST."|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.758814|-111.943664|""
"UTR000493"|"110032598749"|"AMTRAK PASSENGER TERMINAL"|"300 SOUTH 600 WEST"|"SALT LAKE CUTY"|"1454997"|"UT"|"84101"|40.769167|-111.888889|"4"
"UTR000494"|"110032603715"|"ALLIED WASTE SERVICES OF SALT LAKE CITY UTAH"|"675 S GLADIOLA ST"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.754623|-111.972088|""
"UTR000495"|"110032603724"|"OGDEN USARC #1ECS #37"|"649 WEST 400 NORTH"|"OGDEN"|"1444049"|"UT"|"84404-1372"|41.267222|-112.008056|""
"UTR000496"|"110030922937"|"UTAH ARMY NATIONAL GUARD AVIATION SUPPORT FACILITY"|"7563 SOUTH 4470"|"WEST JORDAN"|"1434086"|"UT"|"84084"|40.614722|-111.998056|""
"UTR000497"|"110032603626"|"SUNNYSIDE COMPLEX"|"1543 SUNNYSIDE AVE"|"SALT LAKE CITY"|"1454997"|"UT"|"84105"|40.754167|-111.845833|""
"UTR000498"|"110002263023"|"FEDERAL EXPRESS CORPORATION"|"120 W VINE ST"|"MURRAY"|"1443742"|"UT"|"841070000"|40.662077|-111.89371|"4"
"UTR000499"|"110005203458"|"FEDERAL EXPRESS CORPORATION"|"4646 SOUTH 1500 WEST"|"OGDEN"|"1444049"|"UT"|"84405"|41.176048|-112.016282|"4"
"UTR000500"|"110005203467"|"FEDERAL EXPRESS CORPORATION"|"70 NORTH 1200 WEST"|"OREM"|""|"UT"|"84057"|40.298408|-111.724279|""
"UTR000501"|"110002136910"|"SMURFIT-STONE"|"1881 WEST NORTH TEMPLE"|"SALT LAKE CITY"|"1454997"|"UT"|"84116"|40.771363|-111.944718|""
"UTR000502"|"110032603653"|"ALLIED WASTE SERVICES OF ST. GEORGE"|"557 NORTH INDUSTRIAL ROAD"|"SAINT GEORGE"|"1455098"|"UT"|"84770"|37.132222|-113.559611|""
"UTR000503"|"110032603680"|"SLV SOLID WASTE MGMT FACILITY"|"6030 WEST CALIFORNIA AVE"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.74025|-112.0365|""
"UTR000505"|"110007185731"|"ALTAMONT EAST COMPRESSOR STATION"|"NONE"|"ALTAMONT"|"1425096"|"UT"|"NONE"|0|0|""
"UTR000506"|"110028187441"|"THIOKOL CORPORATION"|"ROUTE U 30 MILES NW OF I-15"|"BRIGHAM CITY"|"1439109"|"UT"|"843020689"|41.721111|-112.433333|""
"UTR000507"|"110005194235"|"SMITH DRILLING AND COMPLETIONS"|"1175 EAST 135 SOUTH"|"VERNAL"|"1433885"|"UT"|"84078"|40.454171|-109.505576|""
"UTR000508"|"110002271121"|"GENEVA PIPE COATING FACILITY"|"1610 W 200 S"|"VINEYARD"|"1449150"|"UT"|"84042"|40.327778|-111.763611|""
"UTR000509"|"110001885915"|"METAL MANAGEMENT, INC."|"3260 WEST 500 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.758389|-111.973139|""
"UTR000510"|"110010919177"|"JOHN KUHNI AND SONS INCORPORATED"|"PO BOX 15"|"NEPHI"|"1443793"|"UT"|"84648"|40.194863|-111.638998|""
"UTR000511"|"110032606302"|"CHRISTENSEN OIL CO."|"1710 WEST 2600 SOUTH"|"WOODS CROSS"|"1447521"|"UT"|"84087"|40.233761|-111.65863|""
"UTR000512"|"110007344025"|"O'SULLIVAN IND., INC."|"5080 WEST HIGHWAY 56"|"CEDAR CITY"|"1454997"|"UT"|"84721"|37.688889|-113.153611|""
"UTR000513"|"110020078333"|"KLEMP CORPORATION"|"212 NORTH 1330 WEST"|"OREM"|"1444110"|"UT"|"840574488"|40.30046|-111.727299|""
"UTR000514"|"110000469136"|"HOLLY WOODS CROSS REFINERY & MARKETING COMPANY-WOODS CROSS LLC"|"393 SOUTH 800 WEST"|"WOODS CROSS"|"1447521"|"UT"|"84087-1435"|40.884444|-111.901111|""
"UTR000515"|"110017866898"|"UTILITY TRAILER MANUFACTURING"|"1111 SOUTH 1000 WEST"|"CLEARFIELD"|"1439799"|"UT"|"84015-8526"|41.096206|-112.045117|""
"UTR000516"|"110001884756"|"AUTOLIV MODULE."|"1000 W 3300 S"|"OGDEN"|"1444049"|"UT"|"84401"|41.2075|-111.998194|"4"
"UTR000517"|"110035859700"|"BD MEDICAL SYSTEMS"|"5450 S STATE STREET"|"SANDY"|"1455905"|"UT"|"84070"|40.580833|-111.890833|"4"
"UTR000518"|"110032606375"|"FORT PIERCE PIT"|"1834 EAST 4150 S"|"SAINT GEORGE"|"1455098"|"UT"|"84790"|37.037528|-113.548694|""
"UTR000519"|"110032606384"|"MEADOW VALLEY CONTRACTOS, INC"|"2575 SOUTH HWY 28"|"NEPHI"|"1443793"|"UT"|"84648"|39.671389|-111.843056|""
"UTR000520"|"110032606393"|"UTAH TRANSIT AUTHORITY"|"6960 SOUTH 590 WEST"|"MIDVALE"|"1430307"|"UT"|"84047"|40.455556|111.905278|""
"UTR000521"|"110032596885"|"SMITHS FOOD AND DRUG DISTRIBUTION"|"500 N SUGAR STREET"|"LAYTON"|"1442459"|"UT"|"84041"|41.067507|-111.987677|""
"UTR000522"|"110020078333"|"ALABAMA METAL INDUSTRIES CORPORATION"|"212 NORTH 1330 WEST"|"OREM"|"1444110"|"UT"|"840574488"|40.30046|-111.727229|""
"UTR000523"|"110028187450"|"VELVET MINE"|"SEC 3 T 31 S R 25 E"|"SAN JUAN COUNTY"|"1448032"|"UT"|"84535"|38.119444|-109.156389|""
"UTR000524"|"110017285748"|"JETWAY SYSTEMS"|"1805 WEST 2150 SOUTH"|"OGDEN"|"1444049"|"UT"|"84401"|41.11|-112.022222|""
"UTR000525"|"110032607276"|"STAR POINT MINE"|"847 NORTHWEST HIGHWAY 191"|"HELPER"|"1428654"|"UT"|"84526"|39.518611|-111.049722|""
"UTR000526"|"110020094743"|"WILLOW CREEK MINE"|"847 NW HWY 191"|"HELPER"|"1939376"|"UT"|"84526"|39.7125|-110.856944|""
"UTR000527"|"110030487845"|"LKQ AUTO PARTS OF UTAH"|"615 WEST 1600 SOUTH"|"SPRINGVILLE"|"1446057"|"UT"|"84663"|40.215556|-111.821111|""
"UTR000528"|"110032607301"|"UTAH MACHINE AND MILL SUPPLY"|"1027 N VICTORIA"|"SALT LAKE CITY"|"1454997"|"UT"|"84116-0112"|40.791649|-111.91871|""
"UTR000529"|"110032607329"|"ATK THIOKOL INC"|"PO BOX 707, M/S 301"|"BRIGHAM CITY"|"1439109"|"UT"|"84302-0707"|41.656111|-112.439167|""
"UTR000531"|"110028187469"|"AMCOR PRECAST"|"11025 WALL AVE"|"OGDEN"|"1444049"|"UT"|"84409"|41.259583|-111.977889|""
"UTR000532"|"110012293124"|"NUCOR STEEL"|"WEST CEMETARY"|"PLYMOUTH"|"1444488"|"UT"|"84330"|41.876944|-112.189444|""
"UTR000533"|"110032607374"|"MOUNTAIN VIEW LANDFILL"|"6976 WEST CALIFORNIA AVE."|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.7405|-111.94656|""
"UTR000534"|"110032607392"|"FEDERAL EXPRESS - SLCRT"|"2959 WEST CALIFORNIA"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.740556|-111.980278|""
"UTR000536"|"110032607418"|"WESTERN METALS RECYCLING PROVO"|"685 S 200 W"|"PROVO"|"1444661"|"UT"|"84601-5864"|40.224444|-111.661944|""
"UTR000537"|"110001883203"|"WESTERN METALS RECYCLING/ SALT LAKE YARD"|"4221 WEST 700 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.753889|-111.988889|""
"UTR000538"|"110032607427"|"WMR EAST SALT LAKE"|"380 ORANGE STREET"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.759722|-111.943889|""
"UTR000539"|"110001881722"|"WMR OGDEN"|"2911 PACIFIC AVE"|"OGDEN"|"1444049"|"UT"|"84404"|41.209167|-111.984167|"4"
"UTR000540"|"110002029402"|"EAGLE PACIFIC INDUSTRIES"|"8275 SOUTH INDUSTRY CIRCLE"|"WEST JORDAN"|"1434086"|"UT"|"84047"|40.601428|-111.997116|""
"UTR000541"|"110032607249"|"RAY GRANT JENKINS USARC"|"224 EAST 1800 NORTH"|"LOGAN"|"1442849"|"UT"|"84321-1747"|41.764663|-111.827367|""
"UTR000542"|"110032607258"|"FRANK M. BROWING USARC"|"1380 NORTH 1200 WEST"|"OGDEN"|"1444049"|"UT"|"84404"|41.285122|-112.008089|""
"UTR000543"|"110002278008"|"BORGSTROM HALL USARC"|"1901 JACKSON AVE"|"OGDEN"|"1444049"|"UT"|"84401-0697"|41.232844|-111.953681|"4"
"UTR000544"|"110032607285"|"DALE REX HALL USARC"|"1355 NORTH 200 WEST"|"PROVO"|"1444661"|"UT"|"84604-2599"|40.325218|-111.662179|"4"
"UTR000545"|"110010155857"|"MOORE HALL USARC"|"4550 SOUTH 1300 EAST"|"SALT LAKE CITY"|"1454997"|"UT"|"84117-4198"|40.672669|-111.85428|"4"
"UTR000546"|"110032607310"|"ATK THIOKOL INC. COMPONENT REFURBISHMENT CENTER"|"BUILDING H-5, FREEPORT CENTER"|"CLEARFIELD"|"1439799"|"UT"|"84015"|41.104167|-112.080556|""
"UTR000547"|"110041905999"|"HALLIBURTON ENERGY SERVICES INC ROOSEVELT FACILITY"|"NORTH STATE STREET"|"ROOSEVELT"|"1431989"|"UT"|"84066"|40.315278|-109.991111|""
"UTR000548"|"110032607338"|"KANE COUNTY PIT"|"NONE"|"NONE"|"1448026"|"UT"|"NONR"|37.116667|-111.908333|""
"UTR000549"|"110032607347"|"CHAPPELL LOG HOMES"|"HIGWAY 248 1 3/4 MILES WEST"|"KAMAS"|"1442266"|"UT"|"NONE"|40.643131|-111.281342|""
"UTR000550"|"110032607356"|"PARADIGM PACKAGING INC"|"2400 SOUTH 2570 WEST"|"WEST VALLEY CITY"|"1437843"|"UT"|"84119"|40.717908|-111.95568|""
"UTR000551"|"110024587534"|"ARCHER DANIEL MIDLAND COMPANY"|"988 WEST 2950 SOUTH"|"SOUTH SALT LAKE"|"1432753"|"UT"|"84119"|40.707222|-111.92|""
"UTR000553"|"110032607365"|"MT. CARMEL BATCH PLANT"|"US 89"|"MT. CARMEL"|"1430519"|"UT"|"KANE"|48.890562|-116.982178|""
"UTR000554"|"110000470099"|"ALCOA EXTRUSIONS"|"1550 N KIRBY LANE"|"SPANISH FORK"|"1445945"|"UT"|"84660-1349"|40.129722|-111.644444|""
"UTR000555"|"110030924597"|"AMERICAN WELDING AND TANK LLC"|"5601 AXEL PARK ROAD"|"WEST JORDAN"|"1434086"|"UT"|"84088"|40.576111|-112.027778|""
"UTR000556"|"110008973003"|"HILL BROTHERS CHEMICAL COMPANY"|"75 NORTH 640 WEST"|"NORTH SALT LAKE"|"1443971"|"UT"|"840542714"|40.844381|-111.92628|""
"UTR000557"|"110030487854"|"BMC WEST TRMSS"|"117 SOUTH 1600 WEST"|"OREM"|"1444110"|"UT"|"84058"|40.29575|-111.733611|""
"UTR000558"|"110011675650"|"MAY FOUNDRY & MACHINE"|"454 W. 600 N."|"SALT LAKE CITY"|"1454997"|"UT"|"84110"|40.720278|-111.714167|""
"UTR000559"|"110023124812"|"INTERSTATE BRANDS CORPORATION"|"734 EAST 400 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84102"|40.76|111.87|""
"UTR000560"|"110012232208"|"KENICHI UCHIDA USARC"|"5290 WEST 700 SOUTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.754937|-112.012194|""
"UTR000561"|"110000469065"|"BECTON, DICKINSON & COMPANY"|"1 BECTON DRIVE"|"FRANKLIN LAKES"|"1455905"|"NJ"|"74171880"|40.579647|-111.891029|""
"UTR000562"|"110002469356"|"CHEMICAL LIME COMPANY"|"8700 N ELLERBECK ROAD"|"GRANTSVILLE"|"1428338"|"UT"|"84029"|40.6171|-112.4709|""
"UTR000563"|"110007186892"|"UNITED STATES GYPSUM COMPANY"|"81 NORTH STATE"|"SIGURD"|"1445583"|"UT"|"846570160"|38.856111|-111.954444|""
"UTR000564"|"110032599855"|"LINK TRUCKING INC"|"1235 SOUTH 3200 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84104"|40.742778|-111.966472|""
"UTR000565"|"110009507060"|"BRENNTAG WEST, INC"|"450 WEST EXCHANGE ROAD"|"OGDEN"|"1444049"|"UT"|"84402"|41.223333|-111.9875|"4"
"UTR000566"|"110000469859"|"AUTOLIV OGDEN"|"3350 AIRPORT ROAD"|"OGDEN"|"1444049"|"UT"|"84405"|41.211056|-112.009111|"4"
"UTR000567"|"110032610887"|"UTAH TEST AND TRAINING RANGE"|"OGDEN AIR LOGISTICS CENTER"|"HILL AIR FORCE BASE"|"1441770"|"UT"|"84056"|41.05|-112.883333|""
"UTR000568"|"110009115670"|"QUALITY PLATING CO., INC."|"420 SOUTH 500 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84101"|40.760278|-111.906667|"4"
"UTR000569"|"110000600635"|"THE ENSIGN BICKFORD COMPANY"|"8305 SOUTH HIGHWAY 6"|"SPANISH FORK"|"1445945"|"UT"|"846609349"|40.082086|-111.587202|""
"UTR000570"|"110000469243"|"TESORO REFINING AND MARKETING COMPANY"|"474 WEST 900 NORTH"|"SALT LAKE CITY"|"1454997"|"UT"|"84103-1494"|40.789045|111.903726|""
"UTR000571"|"110002380520"|"REILLY INDUSTRIES, INC"|"PO BOX 50086-2555 SOUTH INDUSTRIAL WAY"|"PROVO"|"1444661"|"UT"|"846050086"|40.2338|-111.6577|""
"UTR000572"|"110030487863"|"BANNING LOADOUT"|"P.O. BOX 1029"|"WELLINGTON"|"1434038"|"UT"|"84542-1029"|39.516667|-110.566667|""
"UTR000574"|"110030487872"|"SOLDIER CANYON MINE"|"P. O. BOX 1029"|"WELLINGTON"|"1434038"|"UT"|"84542-1029"|39.697778|-110.612778|""
"UTR000575"|"110032595939"|"PACIFICORP GADSBY PLANT"|"1359 WEST NORTH TEMPLE"|"SALT LAKE CITY"|"1454997"|"UT"|"84116"|40.768889|-111.93|""
"UTR000576"|"110017890497"|"CANYON FUEL CO., LLC. SUFCO MINE"|"397 SOUTH 800 WEST"|"SALINA"|"1448034"|"UT"|"84654"|38.914722|-111.416389|""
"UTR000577"|"110009004031"|"STANDARD IRON AND METAL CO"|"1178 SOUTH 500 WEST"|"SALT LAKE CITY"|"1454997"|"UT"|"84101"|40.743777|-111.90558|"4"
"UTR000578"|"110022859664"|"CANYON FUEL CO, SKYLINE MINE"|"HC 35 BOX 380"|"HELPER"|"1428654"|"UT"|"84526"|39.7291|-111.1575|""
